gene_symbol,Eprs1
analysis_id,66g2wof7kw341i7
pvalue,0.7178768
parameter_name,Resting Treg cells - % of CD45+
mouse_life_stage,E12.5
mouse_strain,C57BL
parameter_id,MGP_IMM_078_001
gene_accession_id,MGI:97838
