parameter_id,IMPC_GEO_064_001
gene_symbol,Lcn2
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.1183375
parameter_name,Edema
gene_accession_id,MGI:96757
analysis_id,3p4w3o6t307t86r
