parameter_name,Limb grasp
gene_symbol,Slc45a3
parameter_id,JAXLA_CSD_039_001
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,3kg5bbzi0q3bdf0
gene_accession_id,MGI:1922082
pvalue,0.2057337
