parameter_id,JAX_OFD_020_001
gene_symbol,Cisd2
analysis_id,13075kv1s256b3a
parameter_name,Distance travelled - total
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.5471739
gene_accession_id,MGI:1914256
