gene_symbol,Zc2hc1a
mouse_life_stage,Early adult
analysis_id,017j31d77w62z06
parameter_name,Aggression
gene_accession_id,MGI:1914556
parameter_id,IMPC_CSD_079_001
pvalue,0.5072116
mouse_strain,C57BL
