gene_symbol,Ubxn4
gene_accession_id,MGI:1915062
mouse_strain,C57BL
analysis_id,8445j5x83078io6
parameter_id,IMPC_CBC_018_001
pvalue,0.3313414
parameter_name,Glucose
mouse_life_stage,Late adult
