parameter_id,IMPC_GEL_006_001
gene_accession_id,MGI:96757
parameter_name,Pericardium Morphology
analysis_id,27e1pyjp731m80e
pvalue,0.5091598
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Lcn2
