parameter_id,IMPC_HEM_027_001
mouse_life_stage,Middle aged adult
analysis_id,f99446msptem5g6
parameter_name,Red blood cell distribution width
gene_symbol,Secisbp2l
mouse_strain,C57BL
pvalue,0.6293948
gene_accession_id,MGI:1917604
