parameter_name,Whole arena resting time
analysis_id,1dkkz902l6po9xv
parameter_id,JAXLA_OFD_007_001
pvalue,0.8570039
mouse_strain,C57BL
gene_symbol,Maco1
gene_accession_id,MGI:1913396
mouse_life_stage,Early adult
