gene_symbol,Frmpd1
mouse_strain,C57BL
pvalue,0.2747963
analysis_id,8yea28000tihh4d
gene_accession_id,MGI:2446274
parameter_id,IMPC_EYE_016_001
mouse_life_stage,Late adult
parameter_name,Lens
