gene_symbol,Secisbp2l
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,5crr84p4050xae4
parameter_id,M-G-P_014_001_009
parameter_name,lens
gene_accession_id,MGI:1917604
pvalue,0.4135031
