gene_symbol,Arpc2
pvalue,0.5808916
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,q2vz8275l334991
parameter_name,Fat/Body weight
gene_accession_id,MGI:1923959
parameter_id,IMPC_DXA_009_001
