gene_symbol,Lpgat1
analysis_id,z380z72wmp98g8w
pvalue,0.9320729
mouse_strain,C57BL
mouse_life_stage,Late adult
parameter_name,Body weight
gene_accession_id,MGI:2446186
parameter_id,M-G-P_009_001_003
