parameter_id,M-G-P_007_001_011
parameter_name,center - resting time
mouse_strain,C57BL
pvalue,0.7975385
analysis_id,yj34mwuz060l4x6
gene_symbol,Ddx27
gene_accession_id,MGI:2385884
mouse_life_stage,Early adult
