parameter_name,Percent time in light
gene_symbol,Bmi1
mouse_life_stage,E15.5
parameter_id,IMPC_LDT_008_001
gene_accession_id,MGI:88174
pvalue,0.5924047
mouse_strain,C57BL
analysis_id,my18kfpa5is2c88
