parameter_id,MGP_CSD_015_001
gene_accession_id,MGI:1925049
gene_symbol,Sla2
analysis_id,i32yep7zuhx0s63
pvalue,0.562611
mouse_life_stage,Early adult
parameter_name,Head coat/hair presence
mouse_strain,C57BL
