gene_symbol,Hspa5
parameter_name,Lumbar processes
mouse_strain,C57BL
pvalue,0.4985228
parameter_id,IMPC_XRY_065_001
gene_accession_id,MGI:95835
mouse_life_stage,E12.5
analysis_id,77596z910157108
