parameter_name,Chloride
analysis_id,gbg2w3j17917ktf
mouse_strain,C57BL
gene_accession_id,MGI:1915678
parameter_id,HMGULA_CBC_003_001
mouse_life_stage,Early adult
pvalue,0.1085608
gene_symbol,Steap3
