gene_symbol,Cds2
gene_accession_id,MGI:1332236
pvalue,0.5139139
mouse_life_stage,Early adult
parameter_id,MGP_MLN_031_001
parameter_name,Total NK cells - % of CD45+
mouse_strain,129SV
analysis_id,n61tyg6cnr3x5oc
