parameter_id,IMPC_ABR_006_001
parameter_name,12kHz-evoked ABR Threshold
gene_accession_id,MGI:105073
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Tnni1
pvalue,0.1475893
analysis_id,a515al93w2ojp4v
