mouse_strain,C57BL
pvalue,0.5304814
mouse_life_stage,Early adult
gene_symbol,Car13
analysis_id,dz77y8152ajx9i1
gene_accession_id,MGI:1931322
parameter_name,Effector CD4+ T helper cells - % of CD45+
parameter_id,MGP_MLN_066_001
