parameter_name,Limb grasp
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
parameter_id,JAXLA_CSD_039_001
gene_accession_id,MGI:2446186
gene_symbol,Lpgat1
pvalue,0.3078649
analysis_id,s701w24m7039332
