parameter_id,MGP_MLN_076_001
parameter_name,Naive CD8+ T cells - % of CD45+
pvalue,0.6620472
analysis_id,73wjnp97ef5g54d
gene_symbol,Arpc5l
mouse_life_stage,Early adult
gene_accession_id,MGI:1921442
mouse_strain,C57BL
