gene_symbol,Mecom
mouse_life_stage,E15.5
parameter_id,ESLIM_007_001_007
parameter_name,Periphery resting time
mouse_strain,C57BL
gene_accession_id,MGI:95457
analysis_id,8oxbdh7wbc74376
pvalue,0.6805233
