parameter_id,MGP_CSD_025_001
parameter_name,Ventral coat/hair presence
pvalue,0.4271521
gene_symbol,Bach2
gene_accession_id,MGI:894679
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,1r50tq0e099tp47
