mouse_life_stage,E9.5
parameter_name,Femur
analysis_id,89cfj9026650cx9
parameter_id,IMPC_XRY_024_001
mouse_strain,C57BL
gene_accession_id,MGI:1913483
pvalue,0.9360227
gene_symbol,Dmap1
