mouse_life_stage,Late adult
pvalue,0.5260896
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
mouse_strain,C57BL
gene_accession_id,MGI:1934811
analysis_id,rnu41z518ggghij
gene_symbol,Nucks1
parameter_id,JAXLA_GRS_011_001
