parameter_id,IMPC_GEO_009_002
gene_symbol,Car13
mouse_strain,C57BL
gene_accession_id,MGI:1931322
parameter_name,Hemorrhage
analysis_id,1y899gy1701i66l
mouse_life_stage,Early adult
pvalue,0.2569257
