parameter_id,IMPC_HEM_019_001
mouse_strain,C57BL
gene_symbol,Rab22a
mouse_life_stage,Early adult
gene_accession_id,MGI:105072
pvalue,0.4145293
parameter_name,Mean platelet volume
analysis_id,ptey08a5wb1f849
