mouse_strain,129SV
gene_symbol,Cds2
analysis_id,xlnib6x251i9s90
parameter_id,MGP_MLN_064_001
pvalue,0.5321985
mouse_life_stage,Early adult
gene_accession_id,MGI:1332236
parameter_name,Total CD4+ T cells - % of CD45+
