mouse_life_stage,E9.5
gene_symbol,Orc2
mouse_strain,C57BL
analysis_id,78xi5wpe859s764
parameter_id,IMPC_GEL_017_002
pvalue,0.7938822
parameter_name,Pale yolk sac
gene_accession_id,MGI:1328306
