gene_symbol,Wars2
parameter_name,White blood cell-count
gene_accession_id,MGI:1917810
parameter_id,M-G-P_016_001_001
pvalue,0.8225758
mouse_life_stage,Early adult
analysis_id,62323d02tjr7b7c
mouse_strain,C57BL
