mouse_strain,129SV
parameter_name,Alpha beta T cell percentage
analysis_id,dqrxh6c065z3o86
gene_accession_id,MGI:1920638
gene_symbol,Bpifa3
pvalue,0.9344078
mouse_life_stage,Early adult
parameter_id,MGP_PBI_002_001
