gene_symbol,Bmi1
parameter_name,Lean/Body weight
pvalue,0.7677989
analysis_id,9qm6b4c4567lh36
parameter_id,ESLIM_005_001_702
gene_accession_id,MGI:88174
mouse_life_stage,E15.5
mouse_strain,C57BL
