gene_symbol,Bmi1
analysis_id,8wr28b2i14t66d7
mouse_life_stage,E15.5
pvalue,0.2249862
parameter_name,B cell number
parameter_id,MGP_PBI_034_001
mouse_strain,C57BL
gene_accession_id,MGI:88174
