Parameter_id,JAXLA_CSD_007_001
Gene_accession_id,MGI:103302
Parameter_name,Coat - color - abdomen
analysis_id,28ghd153202x7n1
Mouse_life_stage,Early adult
pvalue,0.9160679
gene_symbol,Bmp7
mouse_strain,C57BL
