gene_symbol,Cdin1
pvalue,0.3061227
gene_accession_id,MGI:3026886
parameter_name,Total T cells - % of CD45+
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,MGP_MLN_001_001
analysis_id,10odf8wx4guv9i1
