gene_symbol,Prkcq
pvalue,0.5324282
mouse_strain,C57BL
gene_accession_id,MGI:97601
mouse_life_stage,Early adult
analysis_id,6t9x29bvyxqw886
parameter_id,IMPC_IMM_055_001
parameter_name,NK Subsets (Q2)
