parameter_id,MGP_MLN_058_001
pvalue,0.3963479
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:88174
gene_symbol,Bmi1
parameter_name,Plasmacytoid DC - % of DC
analysis_id,8467wdl2eguh015
