parameter_name,Vitreous
mouse_strain,C57BL
pvalue,0.4703126
gene_accession_id,MGI:2651854
mouse_life_stage,Early adult
analysis_id,b4728wgqu610nz5
gene_symbol,Atg4c
parameter_id,UCDLA_EYE_083_001
