gene_symbol,Zyg11b
mouse_life_stage,Early adult
pvalue,0.4870878
mouse_strain,C57BL
analysis_id,6043v4hvukxzn10
parameter_id,IMPC_CSD_016_001
parameter_name,Coat - hair texture / appearance - abdomen
gene_accession_id,MGI:2685277
