gene_symbol,Secisbp2l
gene_accession_id,MGI:1917604
analysis_id,ljs07z6k3294ijy
mouse_strain,C57BL
mouse_life_stage,Late adult
pvalue,0.07180944
parameter_name,Effector Treg cells - % of Treg
parameter_id,MGP_MLN_009_001
