mouse_life_stage,Middle aged adult
parameter_name,Red blood cell distribution width
analysis_id,8hb0150son7bhj1
mouse_strain,C57BL
gene_accession_id,MGI:1934811
gene_symbol,Nucks1
parameter_id,IMPC_HEM_027_001
pvalue,0.8105422
