gene_symbol,Kifap3
mouse_strain,C51BL
parameter_id,IMPC_GEL_029_001
mouse_life_stage,Early adult
gene_accession_id,MGI:107566
pvalue,0.883105
analysis_id,ej06089o460nk8j
parameter_name,Midbrain
