parameter_id,JAXLA_CSD_022_001
mouse_life_stage,Early adult
pvalue,0.5589756
analysis_id,z83uzo9h3344dof
gene_symbol,Bcs1l
mouse_strain,C57BL
parameter_name,Hindlimbs - size
gene_accession_id,MGI:1914071
