parameter_name,Embryo Size
parameter_id,IMPC_GEL_032_001
gene_symbol,Etfdh
pvalue,0.9698448
analysis_id,88i09929326m5s3
mouse_strain,C57BL
gene_accession_id,MGI:106100
mouse_life_stage,Early adult
