gene_symbol,Ppp6c
parameter_name,HRV
mouse_strain,C57BL
pvalue,0.2284202
analysis_id,e33k906uir6ahrt
parameter_id,IMPC_ECG_010_001
gene_accession_id,MGI:1915107
mouse_life_stage,Early adult
