gene_symbol,Ninl
mouse_strain,129SV
mouse_life_stage,Early adult
parameter_id,IMPC_GEP_084_001
pvalue,0.7082455
analysis_id,jbr589416hkf2ve
gene_accession_id,MGI:1925427
parameter_name,Limb morphology
