parameter_name,lens opacity
mouse_strain,C57BL
gene_symbol,Ddx27
mouse_life_stage,Early adult
pvalue,0.6218927
gene_accession_id,MGI:2385884
analysis_id,8w47d08mw85rkgi
parameter_id,M-G-P_014_001_010
