parameter_id,IMPC_HEM_037_001
mouse_strain,C57BL
pvalue,0.4115299
gene_symbol,Lpgat1
parameter_name,Basophil cell count
gene_accession_id,MGI:2446186
mouse_life_stage,E18.5
analysis_id,05q02663ie4llne
