parameter_id,JAXLA_DXA_007_001
gene_symbol,Clvs1
mouse_life_stage,Early adult
analysis_id,f09t9e9soeqj56v
pvalue,0.9279534
parameter_name,BMC/Body weight
mouse_strain,C57BL
gene_accession_id,MGI:1921688
