gene_symbol,Cntfr
pvalue,0.7802259
mouse_life_stage,Early adult
parameter_name,Effector CD8+ T cells - % of CD8+
analysis_id,x5n7oo30wv57obq
parameter_id,MGP_MLN_013_001
gene_accession_id,MGI:99605
mouse_strain,129SV
