mouse_life_stage,Early adult
gene_accession_id,MGI:1334458
pvalue,0.07735934
gene_symbol,Pex19
parameter_name,Startle response
analysis_id,8quue5mf4xg4v71
mouse_strain,C50BL
parameter_id,MGP_CSD_008_001
