parameter_name,6kHz-evoked ABR Threshold
analysis_id,l64x8551y17yj7p
pvalue,0.964005
gene_symbol,Extl1
mouse_strain,C57BL
gene_accession_id,MGI:1888742
parameter_id,IMPC_ABR_004_001
mouse_life_stage,Early adult
