gene_symbol,Mecom
analysis_id,14h59gwvzw6p2kt
gene_accession_id,MGI:95457
pvalue,0.9022238
parameter_id,MGP_IMM_048_001
parameter_name,Follicular B cells - % of B2 cells
mouse_strain,C3H
mouse_life_stage,Early adult
