mouse_strain,129SV
gene_accession_id,MGI:1921802
analysis_id,a1d02a23y0w9r50
pvalue,0.6106159
parameter_name,Resting Treg cells - % of CD45+
gene_symbol,Nipal3
mouse_life_stage,Early adult
parameter_id,MGP_IMM_078_001
