gene_symbol,Jun
gene_accession_id,MGI:96646
pvalue,0.06521666
mouse_life_stage,E15.5
parameter_id,MGP_MLN_006_001
analysis_id,w7c69511g05q0pz
mouse_strain,C57BL
parameter_name,Resting CD4+ T helper cells - % of CD4+ T helper cells
