parameter_id,IMPC_XRY_021_001
parameter_name,Humerus
analysis_id,fj3a1o278h203l8
mouse_life_stage,Early adult
gene_symbol,Gpbp1l1
pvalue,0.9787069
gene_accession_id,MGI:1924360
mouse_strain,C57BL
