parameter_id,JAX_LDT_008_001
pvalue,0.3003349
mouse_strain,C57BL
gene_symbol,Eprs1
gene_accession_id,MGI:97838
mouse_life_stage,E12.5
parameter_name,Percent time in dark
analysis_id,rk77lx1o50al4zc
