mouse_strain,C57BL
parameter_id,IMPC_FEA_106_001
mouse_life_stage,Early adult
gene_accession_id,MGI:104738
analysis_id,47rvc66h5159yhx
gene_symbol,Cdkn2a
parameter_name,Difference in Cue Tone and Cue Baseline % Freezing
pvalue,0.9114472
