mouse_life_stage,Late adult
parameter_id,IMPC_OFD_009_001
gene_accession_id,MGI:109356
mouse_strain,C57BL
pvalue,0.419405
gene_symbol,Snap23
analysis_id,6wz4878e45d07x6
parameter_name,Whole arena average speed
