gene_symbol,Tnfsf10
analysis_id,5xc454pk2dzrq5f
parameter_id,MGP_PBI_031_001
gene_accession_id,MGI:107414
mouse_strain,C57BL
pvalue,0.8257927
parameter_name,KLRG1+ mature NK cell number
mouse_life_stage,Early adult
