gene_symbol,Usp37
mouse_life_stage,Early adult
analysis_id,9xs2632711434vi
parameter_id,JAXLA_DXA_007_001
gene_accession_id,MGI:2442483
mouse_strain,C57BL
pvalue,0.2671232
parameter_name,BMC/Body weight
