parameter_name,Periphery resting time
pvalue,0.9534622
mouse_strain,C57BL
analysis_id,jjq60ibwrjd4kuv
parameter_id,IMPC_OFD_011_001
gene_symbol,Slx4ip
gene_accession_id,MGI:1921493
mouse_life_stage,Early adult
